timestamp_local,outdoor_temperature_c,heat_truth_mw,heat_pred_mw,cool_truth_mw,cool_pred_mw
2023-05-04 17:00:00,17.2,2.4897727772652004e-13,0.0,2293.89859965266,1673.3816221530399
2023-05-04 18:00:00,15.8,2.0937095128112676e-13,0.0,1918.6932465853235,1074.2768261559831
2023-05-04 19:00:00,12.5,9.16494440940424e-15,0.0,231.55310139827026,174.23091504840832
2023-05-04 20:00:00,10.9,8.9374540259817e-15,0.0,128.394094699748,79.26965656253647
2023-05-04 21:00:00,10.4,1.254872308753406e-15,76.86198213537895,102.13358407117877,58.04751123495702
2023-05-04 22:00:00,9.6,1.0692557797502979e-14,126.18789474900835,51.785613924692804,11.62239768872108
2023-05-04 23:00:00,12.1,3.555471541467983e-15,0.0,31.513181308762277,23.891709248162414
2023-05-05 00:00:00,11.7,3.555471541467983e-15,0.0,12.745366256177318,8.340838442107646
2023-05-05 01:00:00,13.1,0.0,0.0,10.425371826715127,10.624018420215906
2023-05-05 02:00:00,11.8,1.7777357707339916e-15,0.0,7.465685677985517,7.258329243199632
2023-05-05 03:00:00,7.3,113.69956203521858,338.4748649532418,2.2082092517931333e-14,0.0
2023-05-05 04:00:00,8.2,184.49208487847685,321.131742097643,0.0,0.0
2023-05-05 05:00:00,6.5,251.8132599471832,556.0890047124967,0.2501001495070438,0.0
2023-05-05 06:00:00,8.4,5.213827400067122e-15,238.3573792476119,45.280501733354896,22.6757517540482
2023-05-05 07:00:00,10.5,8.996408062860914e-16,0.0,216.68989410921327,102.16497349050871
2023-05-05 08:00:00,12.7,8.439826689569565e-14,0.0,1033.0792720246359,449.6375679701731
2023-05-05 09:00:00,14.8,1.5724030252239016e-13,0.0,1880.5747864143127,1203.7654818629767
2023-05-05 10:00:00,16.8,9.88916838421096e-15,0.0,2221.021041506501,1753.858082883452
2023-05-05 11:00:00,18.4,2.5517084687387323e-13,0.0,2307.774929697064,2016.079870217647
2023-05-05 12:00:00,19.4,8.405793126579316e-14,0.0,2539.3044518519305,2360.293829001239
2023-05-05 13:00:00,20.5,4.349988509538246e-13,0.0,3049.313334260654,2547.2449307915144
2023-05-05 14:00:00,21.1,2.919299303285891e-13,0.0,3266.6779511236628,2397.1755988592286
2023-05-05 15:00:00,21.2,2.18186196930265e-13,0.0,3231.0790705766985,2354.3885200381965
2023-05-05 16:00:00,21.1,1.0373611085694827e-13,0.0,2969.274652705019,2537.6046867419122
2023-05-05 17:00:00,20.6,3.8520288459241997e-13,0.0,2866.347961600548,2575.395662557245
2023-05-05 18:00:00,19.1,2.2575245762415556e-13,0.0,2338.1714727431413,2289.697092223505
2023-05-05 19:00:00,15.4,1.0400175428398457e-13,0.0,548.3730338749559,589.5002697857446
2023-05-05 20:00:00,14.5,1.5401853431717197e-14,0.0,239.24390765890598,193.9652188400239
2023-05-05 21:00:00,14.7,8.328362870235302e-15,0.0,172.56003081668234,152.82904915825299
2023-05-05 22:00:00,13.8,3.063517051689107e-14,0.0,95.47019647767118,53.00892668348649
2023-05-05 23:00:00,12.8,3.6600442338641005e-15,0.0,54.54698724859652,27.034499008965795
2023-05-06 00:00:00,11.8,0.0,0.0,28.14015833101714,10.372949560470754
2023-05-06 01:00:00,11.6,5.333207312201975e-15,0.0,12.015281970631117,6.4449171680722595
2023-05-06 02:00:00,10.9,3.555471541467983e-15,92.94737403082303,8.515230781444552,5.292576794789848
2023-05-06 03:00:00,11.4,1.7777357707339916e-15,13.826633534929558,6.93535593607036,5.59114451343111
2023-05-06 04:00:00,11.3,0.0,15.793738970549338,6.017028055809449,5.59114451343111
2023-05-06 05:00:00,12.0,1.7777357707339916e-15,0.0,13.247761154150195,11.976918398521896
2023-05-06 06:00:00,13.4,0.0,0.0,48.72749227536073,80.32006107055335
2023-05-06 07:00:00,14.4,2.0914538479223437e-16,0.0,63.69874402704653,92.68717995741201
2023-05-06 08:00:00,17.0,6.907893491101085e-14,0.0,616.2343119805479,965.7423373480485
2023-05-06 09:00:00,18.9,5.3322816411677235e-14,0.0,1684.7195267008037,1973.41347110162
2023-05-06 10:00:00,20.1,2.275009514254855e-13,0.0,2110.5825100821294,2251.147435061614
2023-05-06 11:00:00,20.1,2.760853853530967e-13,0.0,2166.5904992338374,2433.2888815960955
2023-05-06 12:00:00,19.5,1.100668640229384e-13,0.0,1679.5708370769885,1958.3950386170643
2023-05-06 13:00:00,17.1,2.468546843907333e-13,0.0,2255.054941114451,1886.8504052206715
2023-05-06 14:00:00,17.7,9.764312456694587e-14,0.0,1542.6617826462543,692.7620900702889
2023-05-06 15:00:00,19.1,4.981792705817646e-13,0.0,2796.2198813298332,2185.6199513217775
2023-05-06 16:00:00,19.6,5.543674177247202e-13,0.0,2649.8508563882115,2224.731965025425
2023-05-06 17:00:00,19.4,2.1801113471009003e-13,0.0,2256.565592905546,2396.5424180386954
2023-05-06 18:00:00,15.7,1.5702821346084504e-13,0.0,1364.0649150093618,728.4765518126392
2023-05-06 19:00:00,14.2,5.964551865564878e-14,0.0,393.0642024277365,287.13109452057853
2023-05-06 20:00:00,14.1,7.475558999771001e-14,0.0,178.59057242420891,161.41180302757505
2023-05-06 21:00:00,13.8,2.3524227433955097e-14,0.0,133.6969659712886,129.43709686458806
2023-05-06 22:00:00,13.6,2.201023757179703e-14,0.0,73.93598181576357,51.84811915365387
2023-05-06 23:00:00,13.2,3.4758849333780806e-15,0.0,37.48104710906172,28.725518806653806
2023-05-07 00:00:00,12.3,3.515678237423032e-15,0.0,18.150238868476638,12.713043678488875
2023-05-07 01:00:00,13.2,0.0,0.0,11.56954698651857,10.624018420215906
2023-05-07 02:00:00,12.8,1.7777357707339916e-15,0.0,8.640976121507387,9.099976906210092
2023-05-07 03:00:00,12.3,8.888678853669958e-16,0.0,5.7996829255638405,8.875721880352263
2023-05-07 04:00:00,11.5,0.0,0.0,3.1995687656762195,5.59114451343111
2023-05-07 05:00:00,11.4,2.6666036561009876e-15,83.69746201101066,5.936545319971285,7.637258355622067
2023-05-07 06:00:00,12.0,6.971512826407813e-17,0.0,56.65990209807413,69.25990358913558
